30: [("Р", 1.0000), ("Қ", 0.8169), ("В", 0.7175), ("У", 0.7082), ("Б", 0.7079), ("Ө", 0.7075), ("К", 0.7009), ("Ч", 0.6935), ("О", 0.6932), ("Е", 0.6838), ("Ғ", 0.6804), ("Ф", 0.6794), ("Ё", 0.6738), ("Ұ", 0.6736), ("С", 0.6716), ("Э", 0.6500), ("Ъ", 0.6432), ("Ә", 0.6419), ("Ү", 0.6406), ("Н", 0.6404), ("И", 0.6356), ("Ь", 0.6254), ("Я", 0.6198), ("Х", 0.6179), ("П", 0.6155), ("Г", 0.6099), ("Ц", 0.6050), ("Д", 0.6014), ("Ж", 0.5963), ("Һ", 0.5948), ("Т", 0.5918), ("Ю", 0.5912), ("М", 0.5865), ("Л", 0.5859), ("Ң", 0.5840), ("Й", 0.5833), ("З", 0.5660), ("Ы", 0.5641), ("А", 0.5487), ("Ш", 0.5370), ("Щ", 0.5328), ("І", 0.5038)]
31: [("Е", 1.0000), ("Б", 0.7972), ("В", 0.7835), ("С", 0.7795), ("К", 0.7717), ("Х", 0.7438), ("П", 0.7185), ("Қ", 0.7095), ("Ё", 0.7095), ("И", 0.6977), ("Н", 0.6948), ("Д", 0.6856), ("Р", 0.6838), ("О", 0.6829), ("Ъ", 0.6666), ("Э", 0.6516), ("Л", 0.6413), ("Ж", 0.6394), ("Ь", 0.6381), ("М", 0.6317), ("Һ", 0.6310), ("Я", 0.6292), ("Ю", 0.6265), ("Ө", 0.6221), ("Ы", 0.6221), ("Ғ", 0.6189), ("Ш", 0.6082), ("Г", 0.6071), ("Й", 0.6043), ("Ү", 0.6023), ("Ә", 0.6012), ("Ф", 0.5997), ("Ұ", 0.5986), ("Ч", 0.5952), ("У", 0.5789), ("З", 0.5780), ("Т", 0.5695), ("А", 0.5550), ("І", 0.5475), ("Ц", 0.5434), ("Ң", 0.5166), ("Щ", 0.4895)]
32: [("К", 1.0000), ("Б", 0.8673), ("Е", 0.7717), ("В", 0.7660), ("Қ", 0.7594), ("Ё", 0.7587), ("Ь", 0.7213), ("Ж", 0.7141), ("Ъ", 0.7017), ("Р", 0.7009), ("Ғ", 0.6830), ("Һ", 0.6815), ("Х", 0.6730), ("С", 0.6693), ("Ф", 0.6559), ("Ұ", 0.6444), ("Г", 0.6420), ("Я", 0.6375), ("О", 0.6363), ("И", 0.6316), ("Н", 0.6304), ("Ө", 0.6265), ("Ү", 0.6251), ("Э", 0.6190), ("П", 0.6150), ("Й", 0.6107), ("Л", 0.6105), ("Д", 0.6051), ("Ә", 0.6027), ("Ю", 0.5988), ("А", 0.5975), ("У", 0.5897), ("М", 0.5885), ("Т", 0.5880), ("Ы", 0.5863), ("Ч", 0.5738), ("Ш", 0.5716), ("З", 0.5443), ("І", 0.5420), ("Ц", 0.5201), ("Ң", 0.5008), ("Щ", 0.4830)]
33: [("Ж", 0.8847), ("Ъ", 0.7647), ("Я", 0.7532), ("Б", 0.7188), ("К", 0.7125), ("В", 0.6950), ("Ф", 0.6897), ("Л", 0.6816), ("Ё", 0.6800), ("Х", 0.6730), ("Қ", 0.6620), ("Е", 0.6590), ("Ұ", 0.6578), ("Й", 0.6393), ("Ь", 0.6332), ("Э", 0.6275), ("Ү", 0.6252), ("Р", 0.6179), ("Һ", 0.6115), ("Д", 0.6098), ("А", 0.6092), ("И", 0.6077), ("Ө", 0.6067), ("Н", 0.6062), ("Ш", 0.5984), ("Т", 0.5931), ("О", 0.5924), ("Ә", 0.5889), ("Ю", 0.5872), ("Ч", 0.5860), ("М", 0.5858), ("П", 0.5850), ("Ы", 0.5816), ("Ғ", 0.5761), ("С", 0.5686), ("З", 0.5634), ("У", 0.5569), ("І", 0.5508), ("Г", 0.5480), ("Ц", 0.5068), ("Щ", 0.4942), ("Ң", 0.4935)]
34: [("Е", 1.0000), ("Б", 0.7972), ("В", 0.7835), ("С", 0.7795), ("К", 0.7717), ("Х", 0.7438), ("П", 0.7185), ("Қ", 0.7095), ("Ё", 0.7095), ("И", 0.6977), ("Н", 0.6948), ("Д", 0.6856), ("Р", 0.6838), ("О", 0.6829), ("Ъ", 0.6666), ("Э", 0.6516), ("Л", 0.6413), ("Ж", 0.6394), ("Ь", 0.6381), ("М", 0.6317), ("Һ", 0.6310), ("Я", 0.6292), ("Ю", 0.6265), ("Ө", 0.6221), ("Ы", 0.6221), ("Ғ", 0.6189), ("Ш", 0.6082), ("Г", 0.6071), ("Й", 0.6043), ("Ү", 0.6023), ("Ә", 0.6012), ("Ф", 0.5997), ("Ұ", 0.5986), ("Ч", 0.5952), ("У", 0.5789), ("З", 0.5780), ("Т", 0.5695), ("А", 0.5550), ("І", 0.5475), ("Ц", 0.5434), ("Ң", 0.5166), ("Щ", 0.4895)]
35: [("П", 1.0000), ("И", 0.8289), ("Н", 0.8252), ("М", 0.7447), ("В", 0.7199), ("Е", 0.7185), ("Ю", 0.7172), ("Ы", 0.7172), ("О", 0.7086), ("Д", 0.7072), ("Ш", 0.6935), ("С", 0.6660), ("Б", 0.6504), ("Қ", 0.6403), ("Х", 0.6371), ("Ё", 0.6358), ("Й", 0.6357), ("Ө", 0.6278), ("Э", 0.6244), ("Ц", 0.6162), ("Р", 0.6155), ("К", 0.6150), ("Ә", 0.6085), ("Ч", 0.6028), ("Л", 0.5975), ("Я", 0.5848), ("Ң", 0.5783), ("Ъ", 0.5770), ("Һ", 0.5713), ("Ф", 0.5609), ("Ж", 0.5571), ("Ь", 0.5570), ("З", 0.5550), ("Щ", 0.5462), ("У", 0.5212), ("Ұ", 0.5194), ("Ғ", 0.5187), ("Ү", 0.5169), ("Г", 0.5038), ("А", 0.4970), ("Т", 0.4914), ("І", 0.4736)]
36: [("Ш", 1.0000), ("Ю", 0.7672), ("Ы", 0.7442), ("М", 0.7176), ("И", 0.7077), ("Н", 0.7036), ("Й", 0.6949), ("П", 0.6935), ("В", 0.6482), ("Е", 0.6082), ("Ё", 0.5952), ("Д", 0.5936), ("Б", 0.5925), ("О", 0.5881), ("Қ", 0.5824), ("Ж", 0.5762), ("К", 0.5716), ("Ө", 0.5711), ("Х", 0.5702), ("Щ", 0.5697), ("Ц", 0.5626), ("Я", 0.5622), ("Ә", 0.5579), ("Л", 0.5517), ("Ф", 0.5485), ("Һ", 0.5479), ("Э", 0.5421), ("Ң", 0.5421), ("Ъ", 0.5418), ("Р", 0.5370), ("С", 0.5355), ("Ч", 0.5329), ("Ь", 0.5291), ("З", 0.4860), ("Ұ", 0.4827), ("А", 0.4760), ("Ғ", 0.4749), ("Ү", 0.4724), ("У", 0.4632), ("Г", 0.4585), ("Т", 0.4539), ("І", 0.4349)]
37: [("А", 0.7965), ("Ә", 0.7074), ("Ь", 0.7027), ("Э", 0.6993), ("Ё", 0.6941), ("Ъ", 0.6903), ("Һ", 0.6871), ("Ф", 0.6679), ("Ө", 0.6578), ("Я", 0.6553), ("Б", 0.6545), ("О", 0.6488), ("В", 0.6304), ("Қ", 0.6186), ("З", 0.6185), ("Л", 0.6175), ("Д", 0.6174), ("К", 0.6097), ("Р", 0.5940), ("Й", 0.5895), ("Е", 0.5849), ("Ұ", 0.5810), ("Ж", 0.5793), ("И", 0.5756), ("Н", 0.5745), ("М", 0.5689), ("Ч", 0.5676), ("Ы", 0.5537), ("С", 0.5496), ("Х", 0.5455), ("Ү", 0.5450), ("П", 0.5373), ("Ю", 0.5243), ("У", 0.5190), ("І", 0.5138), ("Ғ", 0.5136), ("Ц", 0.5083), ("Т", 0.5071), ("Ш", 0.4962), ("Ң", 0.4928), ("Г", 0.4829), ("Щ", 0.4531)]
38: [("Й", 1.0000), ("Ы", 0.7752), ("М", 0.7627), ("Ю", 0.7507), ("И", 0.7196), ("Н", 0.7182), ("В", 0.7106), ("Ё", 0.7039), ("Ш", 0.6949), ("Ә", 0.6878), ("Ө", 0.6873), ("Ф", 0.6661), ("О", 0.6568), ("Қ", 0.6558), ("Һ", 0.6518), ("Б", 0.6487), ("П", 0.6357), ("Ь", 0.6250), ("Я", 0.6173), ("Ж", 0.6117), ("К", 0.6107), ("Е", 0.6043), ("Д", 0.6038), ("Ц", 0.6009), ("Ъ", 0.5975), ("Э", 0.5959), ("Щ", 0.5879), ("Р", 0.5833), ("Ң", 0.5827), ("Л", 0.5694), ("Ч", 0.5676), ("А", 0.5573), ("Х", 0.5459), ("С", 0.5303), ("Ұ", 0.5195), ("З", 0.5131), ("Ғ", 0.4948), ("Ү", 0.4904), ("У", 0.4842), ("Т", 0.4630), ("Г", 0.4623), ("І", 0.4396)]
39: [("І", 1.0000), ("Т", 0.6457), ("Ү", 0.6383), ("Х", 0.6268), ("Л", 0.6195), ("Ъ", 0.6074), ("З", 0.5888), ("Ұ", 0.5887), ("Я", 0.5698), ("Э", 0.5534), ("Е", 0.5475), ("Ж", 0.5472), ("С", 0.5440), ("К", 0.5420), ("Б", 0.5406), ("Д", 0.5389), ("Г", 0.5374), ("А", 0.5299), ("У", 0.5258), ("Ғ", 0.5147), ("В", 0.5047), ("Р", 0.5038), ("Ё", 0.4995), ("Ь", 0.4932), ("Ч", 0.4924), ("Қ", 0.4906), ("Ф", 0.4856), ("О", 0.4810), ("Һ", 0.4740), ("П", 0.4736), ("И", 0.4631), ("Н", 0.4618), ("Ө", 0.4615), ("Ә", 0.4583), ("М", 0.4405), ("Й", 0.4396), ("Ш", 0.4349), ("Ы", 0.4321), ("Ю", 0.4256), ("Ц", 0.4017), ("Ң", 0.3900), ("Щ", 0.3724)]
40: [("Ш", 1.0000), ("Ю", 0.7672), ("Ы", 0.7442), ("М", 0.7176), ("И", 0.7077), ("Н", 0.7036), ("Й", 0.6949), ("П", 0.6935), ("В", 0.6482), ("Е", 0.6082), ("Ё", 0.5952), ("Д", 0.5936), ("Б", 0.5925), ("О", 0.5881), ("Қ", 0.5824), ("Ж", 0.5762), ("К", 0.5716), ("Ө", 0.5711), ("Х", 0.5702), ("Щ", 0.5697), ("Ц", 0.5626), ("Я", 0.5622), ("Ә", 0.5579), ("Л", 0.5517), ("Ф", 0.5485), ("Һ", 0.5479), ("Э", 0.5421), ("Ң", 0.5421), ("Ъ", 0.5418), ("Р", 0.5370), ("С", 0.5355), ("Ч", 0.5329), ("Ь", 0.5291), ("З", 0.4860), ("Ұ", 0.4827), ("А", 0.4760), ("Ғ", 0.4749), ("Ү", 0.4724), ("У", 0.4632), ("Г", 0.4585), ("Т", 0.4539), ("І", 0.4349)]
41: [("І", 1.0000), ("Т", 0.6457), ("Ү", 0.6383), ("Х", 0.6268), ("Л", 0.6195), ("Ъ", 0.6074), ("З", 0.5888), ("Ұ", 0.5887), ("Я", 0.5698), ("Э", 0.5534), ("Е", 0.5475), ("Ж", 0.5472), ("С", 0.5440), ("К", 0.5420), ("Б", 0.5406), ("Д", 0.5389), ("Г", 0.5374), ("А", 0.5299), ("У", 0.5258), ("Ғ", 0.5147), ("В", 0.5047), ("Р", 0.5038), ("Ё", 0.4995), ("Ь", 0.4932), ("Ч", 0.4924), ("Қ", 0.4906), ("Ф", 0.4856), ("О", 0.4810), ("Һ", 0.4740), ("П", 0.4736), ("И", 0.4631), ("Н", 0.4618), ("Ө", 0.4615), ("Ә", 0.4583), ("М", 0.4405), ("Й", 0.4396), ("Ш", 0.4349), ("Ы", 0.4321), ("Ю", 0.4256), ("Ц", 0.4017), ("Ң", 0.3900), ("Щ", 0.3724)]
42: [("Ң", 1.0000), ("Ц", 0.8946), ("Щ", 0.7302), ("Ө", 0.6569), ("Ч", 0.6254), ("Н", 0.6238), ("О", 0.6202), ("Ю", 0.6173), ("И", 0.6158), ("М", 0.6148), ("Ә", 0.6108), ("Қ", 0.5875), ("Р", 0.5840), ("Й", 0.5827), ("Ы", 0.5825), ("П", 0.5783), ("В", 0.5724), ("Ф", 0.5646), ("Ш", 0.5421), ("Э", 0.5409), ("Ё", 0.5384), ("Д", 0.5300), ("Б", 0.5211), ("Е", 0.5166), ("Я", 0.5118), ("У", 0.5081), ("С", 0.5026), ("К", 0.5008), ("Һ", 0.4942), ("Ь", 0.4909), ("Ъ", 0.4901), ("Л", 0.4846), ("Ұ", 0.4828), ("З", 0.4814), ("Х", 0.4767), ("Ж", 0.4711), ("Ғ", 0.4677), ("Ү", 0.4602), ("А", 0.4481), ("Т", 0.4356), ("Г", 0.4330), ("І", 0.3900)]
43: [("І", 1.0000), ("Т", 0.6457), ("Ү", 0.6383), ("Х", 0.6268), ("Л", 0.6195), ("Ъ", 0.6074), ("З", 0.5888), ("Ұ", 0.5887), ("Я", 0.5698), ("Э", 0.5534), ("Е", 0.5475), ("Ж", 0.5472), ("С", 0.5440), ("К", 0.5420), ("Б", 0.5406), ("Д", 0.5389), ("Г", 0.5374), ("А", 0.5299), ("У", 0.5258), ("Ғ", 0.5147), ("В", 0.5047), ("Р", 0.5038), ("Ё", 0.4995), ("Ь", 0.4932), ("Ч", 0.4924), ("Қ", 0.4906), ("Ф", 0.4856), ("О", 0.4810), ("Һ", 0.4740), ("П", 0.4736), ("И", 0.4631), ("Н", 0.4618), ("Ө", 0.4615), ("Ә", 0.4583), ("М", 0.4405), ("Й", 0.4396), ("Ш", 0.4349), ("Ы", 0.4321), ("Ю", 0.4256), ("Ц", 0.4017), ("Ң", 0.3900), ("Щ", 0.3724)]
44: [("З", 1.0000), ("Э", 0.7699), ("Л", 0.7351), ("Д", 0.7028), ("Я", 0.6701), ("Ъ", 0.6540), ("Ч", 0.6291), ("О", 0.6100), ("Х", 0.6098), ("Ү", 0.5892), ("І", 0.5888), ("Ұ", 0.5872), ("Ә", 0.5823), ("Е", 0.5780), ("А", 0.5779), ("Б", 0.5768), ("С", 0.5754), ("Ө", 0.5751), ("В", 0.5726), ("Р", 0.5660), ("Ф", 0.5602), ("Ё", 0.5602), ("И", 0.5558), ("Т", 0.5558), ("Н", 0.5553), ("П", 0.5550), ("У", 0.5503), ("Қ", 0.5481), ("К", 0.5443), ("М", 0.5355), ("Ж", 0.5330), ("Ь", 0.5267), ("Һ", 0.5181), ("Й", 0.5131), ("Ы", 0.5098), ("Ц", 0.4983), ("Ю", 0.4896), ("Ғ", 0.4861), ("Ш", 0.4860), ("Ң", 0.4814), ("Г", 0.4755), ("Щ", 0.4390)]
